CODI_INE,NOMBRE_HABITANTS,NOMBRE_DONES,NOMBRE_HOMES,DONES_00_16,HOMES_00_16,DONES_17_29,HOMES_17_29,DONES_30_49,HOMES_30_49,DONES_50_69,HOMES_50_69,DONES_70,HOMES_70,NOMBRE_VEHICLES,LAT,LNG,WKT
"2-7-05","161","79","82","19","22","12","6","40","40","6","11","2","3","73","41,5445044164117","2,44812714965034","POINT (2.44812714965034 41.5445044164117)"
"1-2-11","359","182","177","23","24","25","21","57","59","52","49","25","24","144","41,5360962357671","2,44770383414957","POINT (2.44770383414957 41.5360962357671)"
"4-9-11","323","167","156","28","21","21","23","45","46","49","47","24","19","154","41,5474449213553","2,43796750200755","POINT (2.43796750200755 41.5474449213553)"
"4-9-10","270","145","125","29","28","15","12","54","47","24","24","23","14","122","41,5482789663759","2,43788453671741","POINT (2.43788453671741 41.5482789663759)"
"2-4-14","113","57","56","21","13","7","8","15","21","9","10","5","4","15","41,5463564163442","2,45099221404934","POINT (2.45099221404934 41.5463564163442)"
"2-4-16","83","46","37","14","9","7","5","12","16","8","5","5","2","14","41,5462693044569","2,45063130361705","POINT (2.45063130361705 41.5462693044569)"
"2-4-13","62","30","32","8","4","4","1","11","16","2","7","5","4","23","41,5464909143601","2,45073442402795","POINT (2.45073442402795 41.5464909143601)"
"2-4-12","33","18","15","5","4","3","0","3","7","2","1","5","3","4","41,5465096944214","2,45042460919107","POINT (2.45042460919107 41.5465096944214)"
"2-4-17","453","210","243","22","39","32","33","75","83","50","67","31","21","182","41,5459626254712","2,45038346817255","POINT (2.45038346817255 41.5459626254712)"
"2-4-06","260","132","128","21","15","16","21","33","34","49","44","13","14","106","41,5458677685586","2,451967127112","POINT (2.451967127112 41.5458677685586)"
"2-4-09","345","159","186","49","51","23","24","51","78","27","30","9","3","35","41,5464639799326","2,45133476771994","POINT (2.45133476771994 41.5464639799326)"
"2-4-11","129","68","61","13","14","11","6","15","22","21","13","8","6","27","41,5467562295135","2,45076923251833","POINT (2.45076923251833 41.5467562295135)"
"2-4-10","111","46","65","10","16","5","7","15","28","9","10","7","4","24","41,546833401003","2,45103100397524","POINT (2.45103100397524 41.546833401003)"
"2-4-08","60","29","31","6","5","4","6","9","8","6","9","4","3","10","41,5469195199187","2,45134521005715","POINT (2.45134521005715 41.5469195199187)"
"2-4-05","342","146","196","34","45","24","37","41","65","29","32","18","17","54","41,5468220194544","2,45194996609502","POINT (2.45194996609502 41.5468220194544)"
"2-4-07","44","23","21","7","6","2","1","5","5","3","4","6","5","8","41,5467562800201","2,45256663665205","POINT (2.45256663665205 41.5467562800201)"
"5-16-09","177","91","86","19","14","18","13","33","35","16","17","5","7","72","41,5415724922283","2,42409025030172","POINT (2.42409025030172 41.5415724922283)"
"5-4-15","50","28","22","10","5","3","0","11","14","1","0","3","3","21","41,5439658807165","2,42434232613005","POINT (2.42434232613005 41.5439658807165)"
"6-9-55","56","28","28","7","5","2","3","12","14","5","5","2","1","32","41,5264987400204","2,43363876582447","POINT (2.43363876582447 41.5264987400204)"
"6-9-58","43","26","17","0","0","0","0","0","1","0","1","26","15","","41,5274895987872","2,43353818605333","POINT (2.43353818605333 41.5274895987872)"
"6-9-56","54","24","30","3","5","5","3","13","18","3","4","0","0","20","41,5254729286349","2,43200392234187","POINT (2.43200392234187 41.5254729286349)"
"6-9-57","137","68","69","13","14","11","10","41","44","2","1","1","0","75","41,5244132941947","2,43031671739471","POINT (2.43031671739471 41.5244132941947)"
"4-9-02","269","127","142","25","50","13","5","61","61","19","16","9","10","128","41,5457351679461","2,43608814898706","POINT (2.43608814898706 41.5457351679461)"
"4-8-03","278","136","142","37","45","5","11","65","62","21","18","8","6","150","41,545160151144","2,43537205847329","POINT (2.43537205847329 41.545160151144)"
"4-8-04","482","241","241","72","77","16","18","101","97","38","34","14","15","245","41,5446102071015","2,4361593198698","POINT (2.4361593198698 41.5446102071015)"
"4-8-01","450","233","217","55","52","22","21","97","88","37","36","22","20","208","41,5440114139624","2,4354334240744","POINT (2.4354334240744 41.5440114139624)"
"2-7-12","338","168","170","43","44","9","6","83","77","26","37","7","6","177","41,544791402267","2,4513081138967","POINT (2.4513081138967 41.544791402267)"
"3-10-04","24","13","11","0","0","0","1","2","0","7","6","4","4","24","41,547285957521","2,44339635474235","POINT (2.44339635474235 41.547285957521)"
"3-12-09","47","25","22","8","7","1","2","10","10","5","3","1","0","16","41,5572177152514","2,45232526028849","POINT (2.45232526028849 41.5572177152514)"
"3-12-10","152","78","74","28","21","3","6","39","38","8","8","0","1","94","41,5581606010579","2,45317793717464","POINT (2.45317793717464 41.5581606010579)"
"3-12-07","100","44","56","14","23","3","3","24","26","2","3","1","1","39","41,5587748164468","2,45202292920027","POINT (2.45202292920027 41.5587748164468)"
"3-12-06","41","18","23","6","9","1","2","8","11","2","1","1","0","21","41,5578754927326","2,45113468031161","POINT (2.45113468031161 41.5578754927326)"
"2-7-06","95","58","37","14","6","2","4","22","11","9","9","11","7","39","41,5455935183854","2,44834562382556","POINT (2.44834562382556 41.5455935183854)"
"5-2-10","192","97","95","13","17","24","17","27","29","26","25","7","7","93","41,5433059683648","2,4278318598692","POINT (2.4278318598692 41.5433059683648)"
"2-1-08","193","97","96","21","26","9","8","33","32","25","21","9","9","74","41,5369467912842","2,45230205821019","POINT (2.45230205821019 41.5369467912842)"
"2-9-06","104","56","48","15","10","4","4","19","17","12","15","6","2","37","41,5413621006811","2,4487065703585","POINT (2.4487065703585 41.5413621006811)"
"3-14-01","290","148","142","24","21","18","16","39","42","54","44","13","19","210","41,5532740470691","2,44292043810922","POINT (2.44292043810922 41.5532740470691)"
"3-14-01","290","148","142","24","21","18","16","39","42","54","44","13","19","210","41,5523683823518","2,4434163568205","POINT (2.4434163568205 41.5523683823518)"
"3-14-01","290","148","142","24","21","18","16","39","42","54","44","13","19","210","41,5517357730323","2,44515643177708","POINT (2.44515643177708 41.5517357730323)"
"3-14-01","290","148","142","24","21","18","16","39","42","54","44","13","19","210","41,554387622028","2,44399971426321","POINT (2.44399971426321 41.554387622028)"
"4-2-05","111","60","51","11","8","7","8","18","13","12","14","12","8","50","41,5496985712946","2,43483384795741","POINT (2.43483384795741 41.5496985712946)"
"6-3-06","178","96","82","11","12","13","10","37","30","19","19","16","11","80","41,5349780243228","2,44057018971158","POINT (2.44057018971158 41.5349780243228)"
"4-9-09","116","56","60","11","13","7","10","19","20","14","12","5","5","47","41,5479573584439","2,4366973562104","POINT (2.4366973562104 41.5479573584439)"
"4-9-08","160","83","77","13","15","10","12","21","19","28","25","11","6","98","41,5487498443033","2,43699459364354","POINT (2.43699459364354 41.5487498443033)"
"4-9-07","270","138","132","29","31","12","17","45","49","30","24","22","11","106","41,5483528672618","2,43578187570437","POINT (2.43578187570437 41.5483528672618)"
"4-9-06","74","33","41","4","10","3","6","10","13","12","10","4","2","31","41,547944389971","2,43543934509055","POINT (2.43543934509055 41.547944389971)"
"3-6-13","73","38","35","8","6","5","5","6","7","15","15","4","2","46","41,553691909708","2,44658686447938","POINT (2.44658686447938 41.553691909708)"
"3-6-17","48","22","26","2","1","3","8","5","5","10","11","2","1","37","41,5538634972414","2,44717664006279","POINT (2.44717664006279 41.5538634972414)"
"3-13-15","235","118","117","26","28","15","18","41","42","28","24","8","5","126","41,5539499581851","2,44030315168144","POINT (2.44030315168144 41.5539499581851)"
"3-14-05","41","22","19","3","2","5","3","3","3","10","9","1","2","38","41,5538886429947","2,44248336312992","POINT (2.44248336312992 41.5538886429947)"
"1-3-01","248","125","123","13","13","16","14","27","41","46","35","23","20","100","41,5384053473059","2,44638333530597","POINT (2.44638333530597 41.5384053473059)"
